53.86104
2693
Exit Fenway
North_Station
-44.1,10.3,8.900001,0.9999999,0,-1.192093E-07,-44.1,12.1,8.900001,0.9999999,0,-1.192093E-07,1,-40,12.1,8.9,-1,0,1.192093E-07
-43.932,10.524,8.900001,0.921511,0,-0.3883523,-43.932,12.324,8.900001,0.921511,0,-0.3883523,1,-40,12.324,7.242938,-0.921511,0,0.3883523
-43.932,10.504,8.900001,0.8034573,0,-0.5953624,-43.932,12.304,8.900001,0.8034573,0,-0.5953624,1,-40.15333,12.304,6.1,-0.8034573,0,0.5953624
-43.932,10.504,8.900001,0.8034573,0,-0.5953624,-43.932,12.304,8.900001,0.8034573,0,-0.5953624,1,-40.15333,12.304,6.1,-0.8034573,0,0.5953624
-43.932,10.504,8.900001,0.8034573,0,-0.5953624,-43.932,12.304,8.900001,0.8034573,0,-0.5953624,1,-40.15333,12.304,6.1,-0.8034573,0,0.5953624
-43.932,10.504,8.900001,0.8034573,0,-0.5953624,-43.932,12.304,8.900001,0.8034573,0,-0.5953624,1,-40.15333,12.304,6.1,-0.8034573,0,0.5953624
-43.932,10.504,8.900001,0.8034573,0,-0.5953624,-43.932,12.304,8.900001,0.8034573,0,-0.5953624,1,-40.15333,12.304,6.1,-0.8034573,0,0.5953624
-43.932,10.504,8.900001,0.8034573,0,-0.5953624,-43.932,12.304,8.900001,0.8034573,0,-0.5953624,1,-40.15333,12.304,6.1,-0.8034573,0,0.5953624
-43.932,10.504,8.900001,0.8034573,0,-0.5953624,-43.932,12.304,8.900001,0.8034573,0,-0.5953624,1,-40.15333,12.304,6.1,-0.8034573,0,0.5953624
-43.932,10.504,8.900001,0.8034573,0,-0.5953624,-43.932,12.304,8.900001,0.8034573,0,-0.5953624,1,-40.15333,12.304,6.1,-0.8034573,0,0.5953624
-43.932,10.504,8.900001,0.8034573,0,-0.5953624,-43.932,12.304,8.900001,0.8034573,0,-0.5953624,1,-40.15333,12.304,6.1,-0.8034573,0,0.5953624
-43.932,10.504,8.900001,0.8034573,0,-0.5953624,-43.932,12.304,8.900001,0.8034573,0,-0.5953624,1,-40.15333,12.304,6.1,-0.8034573,0,0.5953624
-43.932,10.504,8.900001,0.8034573,0,-0.5953624,-43.932,12.304,8.900001,0.8034573,0,-0.5953624,1,-40.15333,12.304,6.1,-0.8034573,0,0.5953624
-43.932,10.504,8.900001,0.8034573,0,-0.5953624,-43.932,12.304,8.900001,0.8034573,0,-0.5953624,1,-40.15333,12.304,6.1,-0.8034573,0,0.5953624
-43.932,10.504,8.900001,0.8034573,0,-0.5953624,-43.932,12.304,8.900001,0.8034573,0,-0.5953624,1,-40.15333,12.304,6.1,-0.8034573,0,0.5953624
-43.932,10.504,8.900001,0.8034573,0,-0.5953624,-43.932,12.304,8.900001,0.8034573,0,-0.5953624,1,-40.15333,12.304,6.1,-0.8034573,0,0.5953624
-43.932,10.504,8.900001,0.8034573,0,-0.5953624,-43.932,12.304,8.900001,0.8034573,0,-0.5953624,1,-40.15333,12.304,6.1,-0.8034573,0,0.5953624
-43.932,10.504,8.900001,0.8034573,0,-0.5953624,-43.932,12.304,8.900001,0.8034573,0,-0.5953624,1,-40.15333,12.304,6.1,-0.8034573,0,0.5953624
-43.932,10.504,8.900001,0.5427344,0,-0.8399043,-43.932,12.304,8.900001,0.5427344,0,-0.8399043,1,-42.12268,12.304,6.1,-0.5427345,0,0.8399044
-43.932,10.504,8.900001,0.5427344,0,-0.8399043,-43.932,12.304,8.900001,0.5427344,0,-0.8399043,1,-42.12268,12.304,6.1,-0.5427345,0,0.8399044
-43.932,10.504,8.900001,0.5427344,0,-0.8399043,-43.932,12.304,8.900001,0.5427344,0,-0.8399043,1,-42.12268,12.304,6.1,-0.5427345,0,0.8399044
-43.932,10.504,8.900001,0.5427344,0,-0.8399043,-43.932,12.304,8.900001,0.5427344,0,-0.8399043,1,-42.12268,12.304,6.1,-0.5427345,0,0.8399044
-43.932,10.504,8.900001,0.5427344,0,-0.8399043,-43.932,12.304,8.900001,0.5427344,0,-0.8399043,1,-42.12268,12.304,6.1,-0.5427345,0,0.8399044
-43.932,10.504,8.900001,0.5427344,0,-0.8399043,-43.932,12.304,8.900001,0.5427344,0,-0.8399043,1,-42.12268,12.304,6.1,-0.5427345,0,0.8399044
-43.932,10.504,8.900001,0.5427344,0,-0.8399043,-43.932,12.304,8.900001,0.5427344,0,-0.8399043,1,-42.12268,12.304,6.1,-0.5427345,0,0.8399044
